,artist,num_songs,num_weeks_on_charts,earliest_date
5344,Jimmie Rodgers,20,168,1958-08-04
5345,Brenda Holloway,6,44,1964-05-02
5346,The Precisions,1,6,1967-10-07
5347,Lesley Gore,19,157,1963-05-11
5348,The Baltimore And Ohio Marching Band,1,3,1967-10-28
5349,Freddie Scott,6,37,1963-07-27
5350,Bob Crewe Generation,2,12,1966-12-31
5351,The Left Banke,3,25,1966-09-10
5352,The Kingpins,1,6,1967-09-23
5353,King Curtis,5,34,1963-08-24
5354,Jesse James,1,1,1967-10-21
5355,The Pete Klint Quintet,1,3,1967-10-07
5356,Al Kent,1,9,1967-08-19
5357,Lorraine Ellison,2,10,1966-10-08
5358,Freddie McCoy,1,2,1967-10-07
5359,The Music Explosion,2,21,1967-05-13
5360,Pretty Purdie,1,3,1967-09-23
5361,Ray Bryant,1,2,1967-09-30
5362,Davie Allan And The Arrows,3,20,1966-11-12
5363,The Third Rail,1,9,1967-08-05
5364,Pozo Seco Singers,6,33,1966-02-26
5365,The Merry-Go-Round,2,7,1967-04-29
5366,The Magnificent Men,2,3,1967-07-15
5367,The Spencer Davis Group,5,34,1966-03-05
5368,Betty Harris,3,19,1963-09-21
5369,Chris Bartley,1,7,1967-07-22
5370,The Cyrkle,6,36,1966-05-21
5371,The Critters,4,34,1966-05-28
5372,The Forum,1,8,1967-07-08
5373,The Shirelles,24,198,1959-07-13
5374,The Wonder Who?,4,19,1965-11-06
5375,Jimmy Roselli,1,2,1967-08-12
5376,Robert Mitchum,2,23,1958-09-08
5377,Pieces Of Eight,1,8,1967-06-24
5378,Baja Marimba Band,3,9,1966-11-26
5379,Crispian St. Peters,3,25,1966-06-11
5380,The Seeds,4,24,1966-12-24
5381,The Blades Of Grass,1,4,1967-07-15
5382,Andre Williams,1,2,1967-07-29
5383,The Elgins,4,21,1966-02-19
5384,Don And The Goodtimes,2,8,1967-04-22
5385,The Fifth Estate,1,10,1967-05-20
5386,J.J. Barnes,2,15,1966-04-09
5387,Toussaint McCall,2,15,1967-03-25
5388,Sam The Sham and the Pharaohs,9,81,1965-04-03
5389,Moby Grape,1,3,1967-07-08
5390,The Glories,1,5,1967-06-17
5391,Blues Magoos,4,27,1966-12-10
5392,The Choir,1,6,1967-06-03
5393,Keith,4,34,1966-09-17
5394,The Johnny Mann Singers,1,3,1967-06-24
5395,Boots Randolph,3,10,1964-04-04
5396,Bobby Powell,2,10,1965-12-04
5397,Soul Brothers Six,1,1,1967-06-24
5398,Peter And Gordon,14,114,1964-05-09
5399,Boots Walker,1,2,1967-06-10
5400,The Wildweeds,1,4,1967-05-27
5401,Whistling Jack Smith,1,7,1967-04-29
5402,Jerry Jaye,1,9,1967-04-15
5403,The Mojo Men,3,20,1965-10-30
5404,"Esther Phillips ""Little Esther""",1,16,1962-10-27
5405,The Parade,1,8,1967-04-15
5406,Mitch Ryder And The Detroit Wheels,7,60,1965-12-11
5407,The Yellow Balloon,1,10,1967-04-01
5408,Margaret Whiting,2,12,1966-10-08
5409,Ellie Greenwich,1,3,1967-05-06
5410,The Electric Prunes,2,22,1966-12-10
5411,The Fantastic Four,1,9,1967-03-25
5412,Casinos,1,4,1967-04-29
5413,Barbara Lewis,10,86,1963-05-04
5414,The Raelets/Ray Charles Orchestra,1,6,1967-04-15
5415,Clifford Curry,1,3,1967-05-06
5416,The Romeos,1,7,1967-04-01
5417,Kim Weston,4,21,1963-07-06
5418,The Artistics,2,16,1966-12-17
5419,Lou Courtney,2,9,1967-01-28
5420,The Casinos,1,13,1967-01-14
5421,Marlena Shaw,1,5,1967-03-11
5422,Micky Dolenz,1,6,1967-03-04
5423,"The Sopwith ""Camel""",2,12,1966-12-24
5424,The Blues Project,1,2,1967-04-01
5425,Lowell Fulsom,3,12,1965-12-25
5426,P.J. Proby,3,16,1964-09-05
5427,The Seekers,4,46,1965-03-27
5428,Don Ho and the Aliis,1,17,1966-11-26
5429,Shirley Ellis,6,54,1963-11-16
5430,The Rainy Daze,1,4,1967-03-11
5431,Chris Montez,7,68,1962-08-04
5432,2 Of Clubs,1,3,1967-03-18
5433,Spyder Turner,2,14,1966-12-17
5434,Jimmy Hughes,4,24,1964-06-20
5435,The Peanut Butter Conspiracy,1,3,1967-03-11
5436,The Woolies,1,3,1967-03-11
5437,The Music Machine,2,20,1966-11-12
5438,The Innocence,2,11,1966-12-03
5439,Mike Sharpe,1,7,1967-01-28
5440,Freddy Scott,1,12,1966-12-24
5441,The New Vaudeville Band,2,19,1966-10-29
5442,Bo Diddley,5,40,1959-07-06
5443,Jack Greene,1,9,1967-01-07
5444,Jimmy Castor,1,9,1966-12-31
5445,Prince Buster,1,4,1967-02-04
5446,The Fascinations,1,3,1967-02-11
5447,Eddie Fisher,3,18,1961-11-06
5448,Felice Taylor,1,6,1967-01-14
5449,The Gunter Kallmann Chorus,1,8,1966-12-24
5450,Damita Jo,4,36,1960-10-24
5451,The Nightcrawlers,1,4,1967-01-21
5452,The Young Holt Trio,1,8,1966-12-17
5453,The Joe Cuba Sextet,2,13,1966-10-22
5454,Robert Parker,2,17,1966-04-23
5455,The Metros,1,4,1967-01-14
5456,Senator Everett McKinley Dirksen,1,6,1966-12-24
5457,The Emperor's,1,9,1966-12-03
5458,Big Maybelle,1,3,1967-01-14
5459,The Bachelors,9,69,1964-04-18
5460,Terry Knight and The Pack,1,10,1966-11-12
5461,The Drifters,31,273,1958-08-11
5462,Bobby Hebb,3,24,1966-06-25
5463,Dr. West's Medicine Show and Junk Band,1,7,1966-11-26
5464,Baby Ray,1,6,1966-12-03
5465,Patti LaBelle And The Blue Belles,5,33,1963-09-14
5466,The Hardtimes,1,2,1966-12-31
5467,The Outsiders,4,42,1966-02-19
5468,The Shadows Of Knight,3,9,1966-06-04
5469,Liverpool Five,1,1,1966-12-24
5470,The Chicago Loop,1,7,1966-11-05
5471,Ray Charles and his Orchestra,19,139,1958-12-22
5472,The Capitols,3,24,1966-04-30
5473,The In Crowd,1,2,1966-12-10
5474,Bobby McClure,1,2,1966-12-10
5475,Dana Rollin,1,6,1966-11-05
5476,Darrell Banks,2,20,1966-07-23
5477,Count Five,1,12,1966-09-10
5478,The Rationals,1,3,1966-11-12
5479,Gary And The Hornets,1,2,1966-11-19
5480,The Traits,1,2,1966-11-12
5481,The Spellbinders,2,2,1965-11-27
5482,The Magic Mushrooms,1,1,1966-11-12
5483,Gerry And The Pacemakers,11,87,1964-05-23
5484,The Trade Winds,2,17,1965-02-06
5485,The Olympics,14,95,1958-08-04
5486,The Surfaris,3,44,1963-06-22
5487,Mel Carter,7,60,1963-07-06
5488,Nancy Ames,2,7,1966-03-19
5489,Walter Wanderley,1,9,1966-08-27
5490,The Dynatones,1,8,1966-09-03
5491,Shades Of Blue,2,16,1966-05-07
5492,The Trolls,1,1,1966-10-22
5493,Jim Reeves,21,119,1958-08-04
5494,The Unknowns,1,4,1966-09-24
5495,Jerry Vale,6,29,1958-10-13
5496,Ray Conniff And The Singers,2,14,1966-06-18
5497,"""Groove"" Holmes",2,14,1966-06-25
5498,Paul Vance,1,2,1966-10-08
5499,Bert Kaempfert And His Orchestra,11,92,1960-11-14
5500,The Thirteenth Floor Elevators,1,8,1966-08-20
5501,The Chiffons,10,76,1960-09-12
5502,"Richard ""Groove"" Holmes",1,2,1966-10-01
5503,The Sidekicks,1,9,1966-08-06
5504,Ronny And The Daytonas,5,41,1964-08-01
5505,Georgie Fame And The Blue Flames,3,17,1965-02-13
5506,The Abbey Tavern Singers,1,2,1966-09-24
5507,Shelby Flint,2,19,1960-12-26
5508,The Toys,4,31,1965-09-11
5509,Rosco Robinson,1,8,1966-08-06
5510,Len Barry,6,41,1965-05-29
5511,Richard And The Young Lions,1,1,1966-09-24
5512,The Mindbenders,2,19,1966-04-16
5513,The Swingin' Medallions,1,5,1966-08-20
5514,Della Reese,9,52,1959-01-05
5515,The Razor's Edge,1,7,1966-07-30
5516,Cilla Black,3,13,1964-07-04
5517,Tommy McLain,1,11,1966-06-25
5518,The Shades Of Blue,1,6,1966-07-30
5519,The Shindogs,1,1,1966-09-03
5520,Jimmy Holiday,2,10,1963-03-16
5521,The Vontastics,1,1,1966-09-03
5522,B.J. Thomas And The Triumphs,2,24,1966-02-19
5523,Verdelle Smith,2,15,1966-02-05
5524,Flip Cartridge,1,2,1966-08-20
5525,Julie Monday,1,2,1966-08-20
5526,Fontella Bass,4,28,1965-10-02
5527,Alan Price Set,1,3,1966-07-30
5528,Mable John,1,2,1966-08-06
5529,Mike Williams,1,5,1966-07-09
5530,Leroy Pullins,1,6,1966-06-25
5531,The Shangri-Las,11,79,1964-08-22
5532,Susan Christie,1,8,1966-06-11
5533,Clefs Of Lavender Hill,1,6,1966-06-25
5534,Bob Kuban And The In-Men,3,17,1966-01-29
5535,The Hondells,3,25,1964-09-12
5536,Dean Parrish,1,2,1966-07-16
5537,Swingin' Medallions,1,13,1966-04-23
5538,The Leaves,1,9,1966-05-21
5539,Johnny Sea,1,6,1966-06-11
5540,Dee Jay And The Runaways,1,11,1966-05-07
5541,The Knickerbockers,3,23,1965-12-04
5542,The Uniques,1,2,1966-07-02
5543,The Holidays,1,9,1966-05-07
5544,Barry McGuire,3,22,1965-08-21
5545,Jeannie Seely,1,5,1966-05-28
5546,"Dave ""Baby"" Cortez",7,42,1959-03-16
5547,Beau Brummels,1,3,1966-06-04
5548,The Strangeloves,4,27,1965-06-26
5549,The Walker Bros.,3,24,1965-10-16
5550,Frank Gallop,1,9,1966-04-16
5551,Ko Ko Taylor,1,8,1966-04-23
5552,SSgt Barry Sadler,2,20,1966-02-05
5553,Bob Lind,3,23,1966-01-22
5554,The Greenwoods,1,5,1966-04-30
5555,Them,3,25,1965-05-22
5556,Drafi,1,3,1966-05-14
5557,Bobby Fuller Four,2,17,1966-01-29
5558,Garnet Mimms,5,26,1964-02-15
5559,Just Us,1,11,1966-03-12
5560,Buddy Starcher,1,7,1966-04-09
5561,The Poets,1,10,1966-03-19
5562,Dallas Frazier,1,4,1966-04-30
5563,Mrs. Miller,2,6,1966-04-30
5564,The Kingsmen,9,80,1958-09-01
5565,The Harden Trio,1,10,1966-03-12
5566,Paul Peek,2,8,1961-05-15
5567,The Sunrays,3,20,1965-09-04
5568,Brian Wilson,1,7,1966-03-26
5569,Sarah Vaughan,7,51,1959-05-04
5570,Cab Calloway,1,3,1966-04-16
5571,Sam Cooke,34,326,1958-08-04
5572,Norma Tanega,1,9,1966-02-26
5573,Slim Harpo,2,21,1961-05-29
5574,Ramsey Lewis Trio,5,41,1964-10-10
5575,The T-Bones,2,18,1965-12-11
5576,The Peels,1,6,1966-03-12
5577,The Mar-Keys,1,5,1966-03-05
5578,The Monitors,1,1,1966-04-16
5579,The Poppies,1,6,1966-03-05
5580,The Van Dykes,2,4,1961-07-31
5581,Bonnie Guitar,2,4,1959-12-14
5582,The Marketts,5,46,1962-01-13
5583,Neal Hefti,1,8,1966-02-12
5584,Tim Tam And The Turn-Ons,1,5,1966-03-05
5585,Freddy Cannon,18,130,1959-05-11
5586,Patty Duke,4,29,1965-06-26
5587,The Flamingos,10,65,1959-01-19
5588,Mitty Collier,3,17,1964-09-26
5589,The Barbarians,2,10,1965-09-25
5590,Buck Owens,5,23,1964-07-04
5591,The Sheep,1,7,1966-01-29
5592,Googie Rene Combo,1,3,1966-02-26
5593,Roy Head And The Traits,3,20,1965-09-04
5594,The Exciters,6,35,1962-12-01
5595,Bud Shank,1,6,1966-01-22
5596,Mike Douglas,1,9,1965-12-25
5597,Jackie Lee,2,16,1959-06-29
5598,Johnny Lytle,1,5,1966-01-22
5599,Johnny and The Expressions,1,5,1966-01-22
5600,The C.O.D.'s,1,12,1965-11-27
5601,Billy Vaughn And His Orchestra,16,116,1958-08-11
5602,Hedgehoppers Anonymous,1,10,1965-12-04
5603,Sharpees,1,3,1966-01-15
5604,Darrow Fletcher,1,3,1966-01-15
5605,Jimmy McCracklin,4,11,1961-12-11
5606,The Viscounts,3,41,1959-12-28
5607,The Packers,1,11,1965-11-13
5608,Jonathan King,2,13,1965-09-25
5609,Barry Young,1,11,1965-11-06
5610,Jackie Wilson And LaVern Baker,1,1,1966-01-15
5611,James Brown At The Organ,1,8,1965-11-20
5612,Lou Johnson,3,24,1963-10-19
5613,We Five,2,23,1965-07-24
5614,Chris Andrews,1,1,1966-01-01
5615,Johnny Tillotson,25,234,1958-10-06
5616,Johnny Thunder,2,16,1962-12-22
5617,Marianne Faithfull,5,38,1964-11-28
5618,The Beau Brummels,5,40,1965-01-02
5619,The Silkie,1,10,1965-10-16
5620,"""Little"" Jimmy Dickens",1,10,1965-10-16
5621,Sonny,2,14,1965-08-21
5622,Dee Dee Sharp,9,80,1962-03-03
5623,The San Remo Golden Strings,1,4,1965-11-27
5624,Allan Sherman,4,25,1963-08-03
5625,The Gants,1,12,1965-09-25
5626,The Royalettes,2,17,1965-07-17
5627,Earl Grant,6,55,1958-09-15
5628,Ted Taylor,1,2,1965-12-04
5629,Leon Hayward,1,3,1965-11-20
5630,Lonnie Mack,4,28,1963-06-08
5631,The Changin' Times,1,3,1965-11-13
5632,Danny Hutton,1,6,1965-10-16
5633,The Ikettes,3,27,1962-01-13
5634,The Brothers Four,7,53,1960-02-22
5635,The Castaways,1,14,1965-08-14
5636,San Remo Golden Strings,1,10,1965-09-11
5637,The Vejtables,1,4,1965-10-23
5638,The Kids Next Door,1,3,1965-10-23
5639,The Spokesmen,1,7,1965-09-18
5640,The Five Emprees,1,6,1965-09-11
5641,The Ivy League,1,5,1965-09-18
5642,Fred Hughes,2,13,1965-05-29
5643,The Jive Five,1,8,1965-08-14
5644,Little Caesar And The Consuls,1,8,1965-08-14
5645,Ian Whitcomb,1,5,1965-09-04
5646,P.F. Sloan,1,2,1965-09-25
5647,Kathy Kirby,1,3,1965-09-18
5648,Baby Washington,6,35,1963-03-23
5649,Freddie And The Dreamers,5,42,1965-03-13
5650,G.L. Crockett,1,6,1965-08-07
5651,The Dixie Drifter,1,2,1965-09-04
5652,The Astors,1,9,1965-07-10
5653,Derek Martin,1,6,1965-07-31
5654,Horst Jankowski,2,14,1965-05-08
5655,Eddie Hodges,4,39,1961-06-19
5656,David Jones,1,3,1965-08-14
5657,The Vacels,1,5,1965-07-24
5658,Glenn Yarbrough,2,20,1965-03-13
5659,Sounds Orchestral,2,18,1965-03-20
5660,Ian Whitcomb And Bluesville,2,14,1965-03-13
5661,The Skyliners,5,57,1959-02-16
5662,The Duprees,4,29,1962-08-04
5663,Gloria Lynne,7,34,1961-09-11
5664,Unit Four plus Two,2,11,1965-05-01
5665,The Ron-Dels,1,1,1965-07-24
5666,Chet Atkins,4,19,1959-09-28
5667,Robert Goulet,3,24,1962-10-06
5668,The Marvelows,1,9,1965-05-15
5669,The Knight Bros.,1,5,1965-06-12
5670,Cal Tjader,1,5,1965-06-05
5671,Eddie Rambeau,1,9,1965-05-01
5672,Del Reeves,1,1,1965-06-26
5673,Sandie Shaw,3,19,1964-11-28
5674,Vic Damone,1,10,1965-04-17
5675,Tom and Jerrio,1,8,1965-05-01
5676,James Phelps,1,7,1965-05-08
5677,Jimmy Velvet,2,10,1963-12-14
5678,The Dixie Cups,5,47,1964-05-02
5679,Connie Stevens,5,55,1960-02-01
5680,Cannibal And The Headhunters,1,14,1965-02-27
5681,Al (He's the King) Hirt,5,42,1964-01-04
5682,The Sunglows,1,4,1965-05-08
5683,Jewel Akens,2,19,1965-01-23
5684,The Sapphires,2,17,1964-01-11
5685,Soupy Sales,1,6,1965-04-24
5686,Tony Clarke,2,10,1964-03-14
5687,Julie Andrews-Dick Van Dyke,1,5,1965-04-24
5688,The New Christy Minstrels,6,40,1962-12-01
5689,Reparata And The Delrons,2,12,1965-01-09
5690,Johnny Bond,2,18,1960-08-08
5691,Lawrence Welk And His Orchestra,10,71,1960-10-24
5692,The Ad Libs,2,11,1965-01-16
5693,The Waikikis,2,13,1964-12-05
5694,Roddie Joy,1,5,1965-03-20
5695,Adam Faith,1,2,1965-04-17
5696,Thee Midniters,1,4,1965-03-13
5697,The Detergents,2,11,1964-12-05
5698,John Barry and His Orchestra,1,3,1965-03-13
5699,Dick and DeeDee,8,69,1961-07-31
5700,Willie Tee,1,2,1965-03-20
5701,Billy Strange,2,19,1964-08-22
5702,The Hullaballoos,2,15,1964-11-28
5703,The Nashville Teens,2,13,1964-09-12
5704,Julie Rogers,2,16,1964-11-21
5705,Sue Thompson,7,75,1961-09-04
5706,The Velvelettes,2,14,1964-10-17
5707,Ruby And The Romantics,8,62,1963-02-09
5708,Jack Laforge His Piano and Orchestra,1,5,1965-01-30
5709,The Rag Dolls,2,9,1964-09-12
5710,Richard Burton,1,5,1965-01-30
5711,Timi Yuro,11,68,1961-07-24
5712,Ned Miller,2,22,1962-12-29
5713,The Radiants,2,10,1962-11-03
5714,LaVern Baker,11,92,1958-12-08
5715,Jackie Ross,3,16,1964-08-01
5716,Jan Bradley,2,17,1963-01-05
5717,Billy Edd Wheeler,1,7,1965-01-02
5718,Lorne Greene,2,15,1964-10-31
5719,Adam Wade,11,78,1960-01-11
5720,Jimmy Cross,1,3,1965-01-30
5721,Bobby Rydell,28,251,1959-06-29
5722,The Larks,2,16,1961-03-06
5723,Irma Thomas,4,28,1964-03-28
5724,Sonny Knight,2,10,1964-10-10
5725,The Honeycombs,2,20,1964-09-19
5726,Gale Garnett,2,26,1964-08-08
5727,The Dolphins,1,7,1964-12-19
5728,Matt Monro,3,26,1961-05-29
5729,"The ""You Know Who"" Group!",1,9,1964-11-28
5730,The Novas,1,3,1965-01-09
5731,George Jones,4,13,1959-05-04
5732,Nella Dodds,2,5,1964-11-14
5733,Lee Morgan,1,4,1964-12-19
5734,The Gestures,1,8,1964-11-14
5735,Harold Betters,1,8,1964-11-14
5736,Hank Williams Jr.,2,13,1964-02-01
5737,Phyllis McGuire,1,3,1964-12-05
5738,The Jewels,1,10,1964-10-10
5739,The Village Stompers,3,22,1963-09-21
5740,Terry Black,1,2,1964-11-21
5741,Roy Orbison And The Candy Men,1,15,1964-08-29
5742,Mickey Lee Lane,1,9,1964-10-10
5743,Bobby Freeman,9,55,1958-08-04
5744,Richard Chamberlain,8,57,1962-06-02
5745,Sandy Nelson,9,68,1959-09-07
5746,Jumpin' Gene Simmons,2,14,1964-08-08
5747,The Chartbusters,2,10,1964-07-11
5748,The Jelly Beans,2,19,1964-06-20
5749,Joe Hinton,3,16,1963-06-01
5750,The Blendells,1,8,1964-09-12
5751,The Superbs,1,5,1964-10-03
5752,The Butterflys,1,7,1964-09-12
5753,James Brown And His Orchestra,3,13,1964-05-02
5754,The Mustangs,1,3,1964-10-03
5755,Soul Sisters,2,10,1964-02-29
5756,Eddie Holland,4,31,1962-01-20
5757,The Orlons,9,84,1962-06-09
5758,Steve Lawrence,14,118,1958-09-22
5759,John Gary,1,4,1964-09-12
5760,Millie Small,2,19,1964-05-23
5761,George Martin And His Orch.,1,8,1964-07-25
5762,The Ray Conniff Singers,1,10,1964-07-18
5763,The Enchanters,2,5,1961-03-06
5764,The Rivieras,7,35,1958-08-25
5765,Brian Poole And The Tremeloes,1,2,1964-09-12
5766,Dion Di Muci,2,15,1963-11-16
5767,The Raindrops,5,35,1963-04-27
5768,Bobby Wood,1,5,1964-08-08
5769,Wallace Brothers,1,2,1964-08-29
5770,The Greenwood County Singers,1,5,1964-08-01
5771,The Ramblers,2,8,1960-12-05
5772,Stan Getz/Astrud Gilberto,1,12,1964-06-06
5773,The Premiers,1,9,1964-06-20
5774,Earl-Jean,1,8,1964-06-27
5775,Siw Malmkvist-Umberto Marcato,1,5,1964-07-18
5776,Boston Pops Orchestra Arthur Fiedler,1,6,1964-07-04
5777,The Rip Chords,5,36,1963-03-30
5778,The Swinging Blue Jeans,3,17,1964-03-07
5779,Louis Armstrong And The All Stars,2,29,1964-02-15
5780,Rita Pavone,1,9,1964-06-06
5781,The Crystals,8,83,1961-11-20
5782,Cliff Richard And The Shadows,1,1,1964-08-01
5783,Alvin Robinson,1,8,1964-06-06
5784,Robert Maxwell His Harp And Orchestra,2,18,1964-03-21
5785,Round Robin,1,8,1964-05-30
5786,The Showmen,1,15,1961-11-13
5787,Bobby Shafto,1,1,1964-07-18
5788,The Serendipity Singers,2,22,1964-02-29
5789,Terry Stafford,2,23,1964-02-22
5790,Bernadette Carroll,1,9,1964-05-16
5791,Danny Williams,2,18,1964-03-07
5792,The Ska Kings,1,1,1964-07-11
5793,Lucille Starr,1,8,1964-05-16
5794,Anita Bryant,11,85,1959-06-29
5795,The Overlanders,1,7,1964-05-23
5796,The Paris Sisters,4,34,1961-09-04
5797,The Hollyridge Strings,1,1,1964-07-04
5798,The Valentinos,2,10,1962-08-18
5799,Dean And Jean,3,26,1963-11-02
5800,Die Beatles,1,1,1964-06-27
5801,Inez Foxx,3,13,1963-12-07
5802,The Bermudas,1,10,1964-04-18
5803,The Four-Evers,1,4,1964-05-30
5804,The Wailers,2,28,1959-05-18
5805,Skeeter Davis,8,67,1960-08-22
5806,Tracey Dey,3,16,1963-09-14
5807,The Soul Sisters,1,1,1964-06-13
5808,Clarence Ashe,1,1,1964-06-06
5809,The Simon Sisters,1,6,1964-04-25
5810,Christine Quaite,1,2,1964-05-23
5811,Lenny O'Henry,1,1,1964-05-30
5812,Diane Renay,2,20,1964-01-25
5813,Tommy Tucker,2,13,1964-02-08
5814,Sammy Kaye And His Orchestra,2,10,1961-04-03
5815,Pete Drake And His Talking Steel Guitar,1,11,1964-03-07
5816,Sugar Pie DeSanto,1,5,1964-04-18
5817,The Monarchs,1,13,1964-02-22
5818,Anna King-Bobby Byrd,1,6,1964-04-04
5819,Ray Peterson,8,84,1959-05-18
5820,The Womenfolk,1,3,1964-04-18
5821,The Pixies Three,4,24,1963-08-17
5822,Jimmy Gilmer And The Fireballs,3,33,1963-09-21
5823,Little Stevie Wonder,3,30,1963-06-22
5824,The Carefrees,1,5,1964-03-21
5825,The Devotions,1,10,1964-02-08
5826,The Pyramids,1,10,1964-02-01
5827,The Four Preps,10,67,1958-08-04
5828,Justine Washington,1,3,1964-03-21
5829,B.B. King And His Orchestra,1,2,1964-03-28
5830,Chris Crosby,1,7,1964-02-15
5831,The Trashmen,2,20,1963-12-07
5832,Los Indios Tabajaras,2,16,1963-09-21
5833,Donna Lynn,1,4,1964-02-22
5834,Ace Cannon,5,33,1961-12-25
5835,The Swans,1,4,1964-02-29
5836,The Dixiebelles,2,21,1963-09-28
5837,Dale Ward,1,11,1963-12-28
5838,Timmy Shaw,1,7,1964-01-25
5839,Hank Jacobs,1,3,1964-01-18
5840,The Angels,6,56,1961-10-16
5841,Bob And Earl,2,15,1962-10-20
5842,Pete Seeger,1,8,1964-01-11
5843,Lefty Frizzell,1,5,1964-01-18
5844,The Caravelles,2,17,1963-11-02
5845,The Murmaids,1,14,1963-11-23
5846,The Baja Marimba Band,1,9,1963-12-21
5847,The Drew-Vels,1,2,1964-02-08
5848,The Crampton Sisters,1,2,1964-02-08
5849,Little Peggy March,5,39,1963-03-23
5850,The Diplomats,1,3,1964-02-01
5851,Little Jr. Parker,1,2,1964-02-08
5852,The Cookies,4,41,1962-11-10
5853,The Girlfriends,1,7,1963-12-28
5854,Ginny Arnell,1,12,1963-11-16
5855,Brooks O'Dell,1,9,1963-12-14
5856,Anna King,1,6,1964-01-04
5857,Clyde McPhatter,15,120,1958-08-04
5858,Joey Powers,1,13,1963-11-09
5859,The Singing Nun (Soeur Sourire),1,13,1963-11-09
5860,The Chad Mitchell Trio,3,18,1962-01-27
5861,Lloyd Price,5,58,1958-12-08
5862,Johnny Crawford,8,63,1961-06-12
5863,Jim and Monica,1,2,1964-01-18
5864,Linda Scott,11,98,1961-03-13
5865,Murry Kellum,1,11,1963-11-09
5866,Frank Ifield,4,31,1962-09-08
5867,The Secrets,1,10,1963-11-09
5868,Paul Petersen,6,52,1962-03-03
5869,Gene Thomas,2,12,1961-10-30
5870,Duane Eddy,8,39,1960-08-22
5871,Robin Ward,1,10,1963-11-02
5872,The Kingston Trio,17,152,1958-09-29
5873,The David Rockingham Trio,1,8,1963-11-09
5874,The Galens,1,5,1963-11-23
5875,Dee Clark,10,112,1958-12-01
5876,The Allisons,1,1,1963-12-14
5877,Wayne Newton And The Newton Brothers,3,23,1963-04-27
5878,Tommy Hunt,3,16,1961-09-04
5879,Debbie Dovale,1,4,1963-11-16
5880,Jack Nitzsche,2,10,1963-08-10
5881,Lena Horne,1,2,1963-11-23
5882,Dion (Di Muci),1,11,1963-09-14
5883,The Charmettes,1,1,1963-11-23
5884,Rusty Draper,3,17,1960-07-18
5885,The Jaynetts,1,12,1963-08-31
5886,The Dovells,8,75,1961-09-11
5887,The Busters,1,10,1963-09-07
5888,Morty Jay And The Surferin' Cats,1,1,1963-11-09
5889,The Four Pennies,2,6,1963-06-22
5890,Keith Colley,1,8,1963-09-14
5891,The Hearts,1,3,1963-10-19
5892,The Ran-Dells,1,13,1963-08-03
5893,Jimmy Durante,1,8,1963-09-07
5894,Paul and Paula,5,42,1962-12-29
5895,Alice Wonder Land,1,7,1963-09-14
5896,Joe Perkins,1,5,1963-09-28
5897,Dick Dale and The Del-Tones,2,10,1961-11-27
5898,The Smothers Brothers,1,4,1963-09-28
5899,"Joe Sherman, his Orchestra and Chorus",1,2,1963-10-05
5900,Dave Dudley,2,12,1963-06-08
5901,Theola Kilgore,2,21,1963-04-20
5902,George Maharis,5,27,1962-04-21
5903,Diane Ray,1,9,1963-08-03
5904,Kyu Sakamoto,2,20,1963-05-11
5905,Rolf Harris,3,19,1963-03-16
5906,The High Keyes,1,9,1963-07-27
5907,George Hamilton IV,4,29,1958-08-25
5908,Gene McDaniels,8,74,1961-03-20
5909,Patsy Cline,12,81,1961-05-22
5910,Bobby Comstock And The Counts,2,6,1960-03-07
5911,Andrea Carroll,1,9,1963-07-20
5912,Billy Abbott And The Jewels,1,8,1963-07-20
5913,Doris Troy,1,14,1963-06-08
5914,The Essex,1,13,1963-06-08
5915,Al Casey,1,8,1963-07-13
5916,The Rooftop Singers,3,30,1963-01-05
5917,The Blenders,1,8,1963-07-06
5918,Johnny Cymbal,3,23,1963-02-16
5919,The King Pins,1,2,1963-08-17
5920,T.K. Hulin,1,2,1963-08-17
5921,The Dartells,2,12,1963-04-13
5922,The Classics,1,9,1963-06-22
5923,Chris Kenner,2,24,1961-05-29
5924,Tammy Montgomery,1,1,1963-08-17
5925,The Fleetwoods,11,110,1959-03-09
5926,The Glencoves,1,9,1963-06-15
5927,The Cupids,1,6,1963-07-06
5928,The Five Du-Tones,1,12,1963-05-18
5929,Link Wray And The Wraymen,2,21,1959-01-26
5930,Joey Dee,3,11,1962-11-03
5931,Johnny Caswell,1,1,1963-08-03
5932,Tom Glazer And The Do-Re-Mi Children's Chorus,1,9,1963-06-01
5933,Big Dee Irwin (with Little Eva),1,10,1963-05-25
5934,Kirby St. Romain,1,7,1963-06-15
5935,The Rocky Fellers,2,18,1963-03-23
5936,Count Basie,1,9,1963-06-01
5937,The Astronauts,1,1,1963-07-27
5938,Chris Columbo Quintet,1,2,1963-06-29
5939,Bob B. Soxx And The Blue Jeans,3,28,1962-11-17
5940,James MacArthur,1,2,1963-06-22
5941,Little Eva,4,44,1962-06-30
5942,Jimmy Soul,2,28,1962-03-31
5943,Matt Lucas,1,9,1963-05-04
5944,The Routers,2,23,1962-11-03
5945,Bobby Pickett,1,2,1963-06-22
5946,Ronnie Carroll,1,4,1963-06-08
5947,Ray Barretto,1,9,1963-04-27
5948,Mongo Santamaria Orch.,1,1,1963-06-22
5949,Chantay's,1,16,1963-03-02
5950,Jimmy Reed,10,54,1958-08-11
5951,The Shacklefords,1,6,1963-05-11
5952,James Gilreath,1,12,1963-03-23
5953,Steve Allen,1,7,1963-04-27
